SK|RESULT_CACHE|RESULT_CACHE_TS
1855|Knit Tops<+>1303.00%@%Legwear<+>613.00%@%Outerwear<+>548.63%@%Long Pants<+>485.00%@%Sportswear-Fleece<+>480.00%@%Sweaters<+>465.00%@%Sleepwear<+>380.00%@%Underwear<+>377.00%@%Casual Shoes<+>314.00%@%Woven Tops<+>308.00%@%Sportswear Sets<+>299.00%@%Food & Drink<+>299.00%@%Layette<+>273.00%@%Boots<+>258.00%@%Long Denim<+>256.00%@%Length Pants<+>256.00%@%Home Decor<+>254.00%@%Skirts<+>251.00%@%Dresses<+>224.00%@%Bras<+>198.00%@%Makeup<+>161.00%@%Scarves<+>156.00%@%Jackets/Blazers<+>153.00%@%Fragrance<+>148.00%@%Handbags<+>136.00%@%Shorts<+>133.00%@%Headwear<+>133.00%@%Earrings<+>132.00%@%Necklaces<+>114.00%@%Bracelets<+>111.00%@%Sandals<+>107.00%@%Pets<+>104.00%@%Tabletop<+>101.00%@%Gloves<+>89.00%@%Luggage<+>87.00%@%Treatment<+>85.00%@%Warmwear<+>84.00%@%Male Neckwear<+>83.00%@%Dress Shoes<+>83.00%@%Kitchen Electrics<+>72.00%@%Basic Housewares<+>54.00%@%Home Fragrance<+>50.00%@%Small Leather Goods<+>42.00%@%Swimsuits<+>41.00%@%Robes<+>41.00%@%Basic Bedding<+>39.00%@%Shapewear<+>38.00%@%Athletic Shoes<+>37.00%@%Cosmetic Accessories<+>33.00%@%Dress Shirts<+>28.00%@%Jewelry Sets<+>28.00%@%Cookware<+>27.00%@%Bath/Cleanse<+>26.00%@%Watches<+>26.00%@%Pins<+>21.00%@%Floor Care<+>20.00%@%Bath Shop<+>19.00%@%Male Tailored<+>18.00%@%Top of Bed<+>15.00%@%Belts<+>14.00%@%Personal Care<+>12.00%@%Sun Protection<+>10.00%@%Eyewear<+>10.00%@%Shoe Accessories<+>8.00%@%Rings<+>7.00%@%Blankets <+>6.00%@%Sheets<+>6.00%@%Linens<+>5.00%@%Swim Coverups<+>4.00%@%Stationery<+>2.00%@%Anklets<+>1.00%@%|2023-09-20 00:54:02.999509
1856|Knit Tops<+>1542.00%@%Long Pants<+>838.00%@%Sweaters<+>669.00%@%Legwear<+>667.00%@%Outerwear<+>499.00%@%Sportswear-Fleece<+>461.00%@%Casual Shoes<+>384.00%@%Long Denim<+>367.00%@%Woven Tops<+>366.00%@%Underwear<+>362.00%@%Fragrance<+>348.00%@%Sleepwear<+>336.00%@%Dresses<+>289.00%@%Home Decor<+>281.00%@%Makeup<+>254.00%@%Sportswear Sets<+>244.00%@%Length Pants<+>235.00%@%Skirts<+>203.00%@%Layette<+>192.00%@%Bras<+>184.00%@%Shorts<+>179.00%@%Boots<+>171.00%@%Jackets/Blazers<+>165.00%@%Food & Drink<+>163.00%@%Basic Housewares<+>139.00%@%Earrings<+>134.00%@%Headwear<+>115.00%@%Dress Shoes<+>102.00%@%Pets<+>99.00%@%Bath/Cleanse<+>98.00%@%Warmwear<+>93.00%@%Necklaces<+>91.00%@%Sandals<+>90.00%@%Scarves<+>88.00%@%Bracelets<+>85.00%@%Athletic Shoes<+>64.00%@%Dress Shirts<+>64.00%@%Personal Care<+>63.00%@%Kitchen Electrics<+>63.00%@%Luggage<+>61.00%@%Treatment<+>59.00%@%Shapewear<+>58.00%@%Home Fragrance<+>50.00%@%Watches<+>49.00%@%Male Neckwear<+>49.00%@%Handbags<+>48.00%@%Tabletop<+>44.00%@%Gloves<+>42.00%@%Cookware<+>40.00%@%Bath Shop<+>39.00%@%Basic Bedding<+>37.00%@%Swimsuits<+>33.00%@%Robes<+>30.00%@%Small Leather Goods<+>29.00%@%Male Tailored<+>29.00%@%Shoe Accessories<+>22.00%@%Linens<+>17.00%@%Eyewear<+>16.00%@%Floor Care<+>15.00%@%Cosmetic Accessories<+>13.00%@%Jewelry Sets<+>12.00%@%Stationery<+>12.00%@%Belts<+>10.00%@%Gift <+>9.00%@%Rings<+>7.00%@%Anklets<+>6.00%@%Miscellaneous<+>5.00%@%Daywear<+>3.00%@%Blankets <+>3.00%@%Swim Coverups<+>2.00%@%Top of Bed<+>2.00%@%Pins<+>1.00%@%Sun Protection<+>1.00%@%Rain<+>1.00%@%|2023-09-20 00:54:03.113879
1857|Dresses<+>14022.86%@%Woven Tops<+>13122.29%@%Fragrance<+>10783.87%@%Knit Tops<+>9748.19%@%Sportswear Sets<+>8750.91%@%Underwear<+>7505.87%@%Boots<+>7016.24%@%Long Denim<+>6609.36%@%Home Decor<+>6317.29%@%Jackets/Blazers<+>5739.83%@%Shorts<+>5451.11%@%Sportswear-Fleece<+>4866.18%@%Length Pants<+>4667.86%@%Pets<+>4314.92%@%Outerwear<+>3904.48%@%Sweaters<+>3769.40%@%Sleepwear<+>3454.11%@%Food & Drink<+>3195.60%@%Male Tailored<+>3082.23%@%Tabletop<+>2870.61%@%Top of Bed<+>2852.32%@%Long Pants<+>2670.57%@%Dress Shirts<+>2137.39%@%Earrings<+>2130.02%@%Casual Shoes<+>2072.84%@%Sandals<+>2055.84%@%Basic Housewares<+>1888.18%@%Layette<+>1745.82%@%Jewelry Sets<+>1733.43%@%Male Neckwear<+>1714.13%@%Sheets<+>1676.59%@%Sun Protection<+>1623.38%@%Dress Shoes<+>1599.70%@%Basic Bedding<+>1580.44%@%Handbags<+>1531.55%@%Skirts<+>1279.28%@%Kitchen Electrics<+>1271.81%@%Home Fragrance<+>1257.17%@%Headwear<+>1088.69%@%Accessory Sets<+>1082.55%@%Shapewear<+>1078.76%@%Scarves<+>1016.82%@%Eyewear<+>986.79%@%Athletic Shoes<+>944.10%@%Luggage<+>939.64%@%Cookware<+>838.82%@%Swimsuits<+>770.12%@%Necklaces<+>695.49%@%Robes<+>616.52%@%Rings<+>578.86%@%Small Leather Goods<+>493.11%@%Bracelets<+>488.89%@%Legwear<+>457.86%@%Bras<+>439.08%@%Personal Care<+>239.03%@%Bath/Cleanse<+>191.94%@%Belts<+>170.10%@%Floor Care<+>159.73%@%Gloves<+>159.50%@%Blankets <+>149.03%@%Gift <+>95.08%@%Cosmetic Accessories<+>81.98%@%Makeup<+>74.82%@%Shoe Accessories<+>70.45%@%Warmwear<+>66.86%@%Pins<+>27.27%@%Daywear<+>13.99%@%Treatment<+>10.27%@%Stationery<+>9.18%@%Swim Coverups<+>-3.29%@%Watches<+>-75.70%@%Bath Shop<+>-126.45%@%|2023-09-20 00:54:03.208104
1858|Fragrance<+>13311.97%@%Knit Tops<+>12367.56%@%Woven Tops<+>10567.81%@%Long Pants<+>9533.96%@%Dresses<+>9457.41%@%Sweaters<+>9198.45%@%Long Denim<+>7939.48%@%Casual Shoes<+>7721.17%@%Treatment<+>5788.40%@%Dress Shoes<+>4829.68%@%Jackets/Blazers<+>4762.27%@%Male Tailored<+>4561.82%@%Outerwear<+>4168.15%@%Handbags<+>4120.65%@%Makeup<+>3368.39%@%Sportswear-Fleece<+>3107.04%@%Dress Shirts<+>3077.84%@%Top of Bed<+>2226.89%@%Skirts<+>1492.69%@%Sleepwear<+>1379.20%@%Earrings<+>1258.53%@%Bras<+>1237.29%@%Kitchen Electrics<+>1224.44%@%Male Neckwear<+>1169.53%@%Boots<+>1148.59%@%Tabletop<+>938.52%@%Bracelets<+>820.64%@%Luggage<+>811.32%@%Floor Care<+>804.68%@%Watches<+>793.49%@%Length Pants<+>790.40%@%Sportswear Sets<+>762.56%@%Underwear<+>712.69%@%Legwear<+>709.80%@%Sheets<+>689.19%@%Layette<+>610.21%@%Athletic Shoes<+>542.55%@%Necklaces<+>469.59%@%Cookware<+>464.59%@%Small Leather Goods<+>397.99%@%Home Decor<+>354.64%@%Headwear<+>318.45%@%Scarves<+>288.47%@%Bath Shop<+>274.32%@%Belts<+>254.31%@%Shapewear<+>230.89%@%Robes<+>199.70%@%Pets<+>195.68%@%Food & Drink<+>147.60%@%Swimsuits<+>139.43%@%Basic Housewares<+>116.58%@%Bath/Cleanse<+>78.45%@%Basic Bedding<+>64.71%@%Personal Care<+>59.93%@%Home Fragrance<+>57.82%@%Sandals<+>53.60%@%Rings<+>49.39%@%Cosmetic Accessories<+>38.35%@%Sun Protection<+>37.92%@%Daywear<+>17.16%@%Eyewear<+>8.71%@%Jewelry Sets<+>7.54%@%Blankets <+>2.52%@%Gift <+>1.80%@%Swim Coverups<+>1.02%@%Shorts<+>-300.30%@%|2023-09-20 00:54:03.318254
1859|Dresses<+>19723.72%@%Outerwear<+>15777.18%@%Casual Shoes<+>8984.53%@%Fragrance<+>8650.88%@%Knit Tops<+>8136.15%@%Dress Shoes<+>7714.72%@%Sweaters<+>7508.22%@%Long Denim<+>6993.76%@%Long Pants<+>6957.46%@%Woven Tops<+>6183.55%@%Boots<+>5799.97%@%Jackets/Blazers<+>5113.84%@%Handbags<+>4754.33%@%Watches<+>3724.64%@%Sportswear-Fleece<+>3621.68%@%Athletic Shoes<+>3530.68%@%Top of Bed<+>2161.84%@%Length Pants<+>1950.95%@%Male Tailored<+>1838.38%@%Bracelets<+>1591.51%@%Rings<+>1360.01%@%Earrings<+>1224.11%@%Small Leather Goods<+>1127.93%@%Sandals<+>1005.05%@%Sportswear Sets<+>975.63%@%Basic Bedding<+>958.02%@%Skirts<+>952.85%@%Sheets<+>892.67%@%Dress Shirts<+>880.21%@%Luggage<+>847.95%@%Underwear<+>699.01%@%Shorts<+>600.12%@%Necklaces<+>593.29%@%Tabletop<+>542.43%@%Floor Care<+>448.19%@%Legwear<+>417.76%@%Scarves<+>396.49%@%Male Neckwear<+>313.81%@%Gift <+>306.45%@%Swimsuits<+>303.74%@%Cookware<+>264.15%@%Bras<+>252.49%@%Bath Shop<+>228.70%@%Headwear<+>212.76%@%Home Fragrance<+>128.31%@%Kitchen Electrics<+>125.09%@%Belts<+>117.30%@%Pets<+>116.35%@%Home Decor<+>115.08%@%Eyewear<+>104.98%@%Robes<+>87.60%@%Shapewear<+>55.99%@%Blankets <+>54.13%@%Personal Care<+>48.58%@%Sleepwear<+>36.16%@%Gloves<+>35.24%@%Stationery<+>26.40%@%Food & Drink<+>17.41%@%Bath/Cleanse<+>13.41%@%Shoe Accessories<+>12.49%@%Pins<+>11.95%@%Layette<+>9.32%@%Jewelry Sets<+>6.91%@%Swim Coverups<+>4.49%@%Accessory Sets<+>0.82%@%Cosmetic Accessories<+>0.76%@%Basic Housewares<+>-33.66%@%Miscellaneous<+>-34.81%@%|2023-09-20 00:54:03.445858
1860|Boots<+>28698.53%@%Knit Tops<+>25342.66%@%Handbags<+>24936.98%@%Fragrance<+>24514.89%@%Woven Tops<+>23833.70%@%Casual Shoes<+>20059.71%@%Long Pants<+>19234.55%@%Outerwear<+>18408.53%@%Long Denim<+>17835.39%@%Dresses<+>13811.15%@%Sweaters<+>12997.95%@%Sportswear-Fleece<+>11820.93%@%Dress Shoes<+>9712.88%@%Makeup<+>9054.87%@%Bras<+>9029.58%@%Legwear<+>8800.50%@%Underwear<+>8163.95%@%Luggage<+>6940.16%@%Sleepwear<+>6804.80%@%Jackets/Blazers<+>6391.65%@%Kitchen Electrics<+>6078.44%@%Dress Shirts<+>6064.83%@%Athletic Shoes<+>5683.91%@%Sportswear Sets<+>5380.86%@%Tabletop<+>5098.56%@%Male Tailored<+>4724.33%@%Small Leather Goods<+>3825.58%@%Scarves<+>3255.09%@%Length Pants<+>2871.15%@%Treatment<+>2768.92%@%Cookware<+>2620.19%@%Watches<+>2540.53%@%Necklaces<+>2054.27%@%Basic Housewares<+>1938.32%@%Sandals<+>1818.99%@%Shapewear<+>1795.24%@%Sheets<+>1571.29%@%Floor Care<+>1543.47%@%Male Neckwear<+>1375.65%@%Warmwear<+>1223.45%@%Gloves<+>1197.34%@%Top of Bed<+>1168.85%@%Earrings<+>1041.06%@%Headwear<+>908.79%@%Bath Shop<+>905.97%@%Layette<+>879.93%@%Home Decor<+>844.10%@%Robes<+>734.28%@%Food & Drink<+>727.47%@%Bracelets<+>650.26%@%Pets<+>577.37%@%Linens<+>524.87%@%Basic Bedding<+>366.84%@%Cosmetic Accessories<+>365.48%@%Shorts<+>345.81%@%Skirts<+>229.60%@%Rings<+>207.89%@%Home Fragrance<+>144.36%@%Accessory Sets<+>94.42%@%Bath/Cleanse<+>92.12%@%Shoe Accessories<+>92.04%@%Sun Protection<+>90.19%@%Belts<+>80.99%@%Eyewear<+>75.46%@%Rain<+>70.29%@%Gift <+>45.04%@%Jewelry Sets<+>29.76%@%Pins<+>25.37%@%Swim Coverups<+>17.20%@%Swimsuits<+>14.77%@%Blankets <+>5.09%@%Personal Care<+>-233.25%@%|2023-09-20 00:54:03.547101
1861|Knit Tops<+>16241.93%@%Dresses<+>12442.33%@%Handbags<+>11165.90%@%Boots<+>10576.40%@%Long Pants<+>10077.60%@%Sweaters<+>9465.29%@%Woven Tops<+>8820.02%@%Makeup<+>7475.62%@%Outerwear<+>7215.17%@%Casual Shoes<+>7030.53%@%Male Tailored<+>5746.76%@%Jackets/Blazers<+>5342.12%@%Dress Shoes<+>5174.41%@%Dress Shirts<+>3971.20%@%Bras<+>3817.36%@%Long Denim<+>3465.24%@%Athletic Shoes<+>3110.52%@%Sportswear-Fleece<+>2856.10%@%Treatment<+>2848.85%@%Miscellaneous<+>2461.38%@%Legwear<+>2445.50%@%Rings<+>2176.44%@%Sleepwear<+>2149.20%@%Luggage<+>2073.35%@%Underwear<+>1971.71%@%Small Leather Goods<+>1561.57%@%Scarves<+>1381.24%@%Kitchen Electrics<+>1378.08%@%Food & Drink<+>1372.96%@%Watches<+>1242.66%@%Male Neckwear<+>1172.20%@%Tabletop<+>1062.47%@%Earrings<+>1008.16%@%Basic Housewares<+>851.62%@%Pets<+>808.69%@%Floor Care<+>700.19%@%Bracelets<+>684.83%@%Shorts<+>666.80%@%Robes<+>651.23%@%Layette<+>628.58%@%Warmwear<+>470.62%@%Necklaces<+>437.53%@%Skirts<+>416.89%@%Shapewear<+>372.15%@%Top of Bed<+>337.27%@%Cookware<+>297.37%@%Headwear<+>289.73%@%Fragrance<+>279.47%@%Cosmetic Accessories<+>262.93%@%Length Pants<+>211.09%@%Basic Bedding<+>201.70%@%Eyewear<+>186.07%@%Sportswear Sets<+>185.47%@%Bath Shop<+>101.93%@%Sheets<+>101.48%@%Gift <+>93.08%@%Gloves<+>83.27%@%Swimsuits<+>69.05%@%Sandals<+>63.10%@%Sun Protection<+>25.59%@%Shoe Accessories<+>20.24%@%Personal Care<+>20.15%@%Belts<+>18.39%@%Home Fragrance<+>11.24%@%Jewelry Sets<+>8.14%@%Swim Coverups<+>7.60%@%Home Decor<+>-10.75%@%Linens<+>-71.77%@%Rain<+>-131.62%@%Bath/Cleanse<+>-531.99%@%|2023-09-20 00:54:03.643922
1862|No results|2023-09-20 00:54:03.743991
1863|Handbags<+>4687.96%@%Knit Tops<+>1184.40%@%Outerwear<+>797.75%@%Long Pants<+>564.40%@%Sportswear-Fleece<+>459.04%@%Underwear<+>450.32%@%Bath Shop<+>421.08%@%Sweaters<+>405.68%@%Legwear<+>398.32%@%Dresses<+>366.72%@%Long Denim<+>283.48%@%Sleepwear<+>275.56%@%Woven Tops<+>258.16%@%Home Decor<+>239.24%@%Fragrance<+>231.60%@%Bras<+>214.04%@%Jackets/Blazers<+>198.24%@%Sandals<+>194.24%@%Skirts<+>188.40%@%Boots<+>183.00%@%Casual Shoes<+>172.68%@%Food & Drink<+>165.52%@%Sportswear Sets<+>153.24%@%Length Pants<+>144.48%@%Tabletop<+>131.40%@%Luggage<+>126.28%@%Basic Housewares<+>124.72%@%Earrings<+>115.52%@%Dress Shirts<+>107.40%@%Shorts<+>106.64%@%Pets<+>99.32%@%Home Fragrance<+>94.24%@%Layette<+>92.28%@%Necklaces<+>86.40%@%Kitchen Electrics<+>85.72%@%Dress Shoes<+>80.16%@%Treatment<+>78.72%@%Male Neckwear<+>76.60%@%Male Tailored<+>73.20%@%Bracelets<+>70.72%@%Scarves<+>69.16%@%Small Leather Goods<+>63.48%@%Watches<+>57.76%@%Personal Care<+>57.28%@%Makeup<+>54.00%@%Basic Bedding<+>53.44%@%Headwear<+>53.28%@%Linens<+>33.84%@%Cookware<+>33.32%@%Athletic Shoes<+>32.96%@%Gloves<+>31.40%@%Shapewear<+>31.40%@%Eyewear<+>28.76%@%Robes<+>27.68%@%Top of Bed<+>25.80%@%Warmwear<+>17.00%@%Rings<+>13.88%@%Jewelry Sets<+>13.04%@%Bath/Cleanse<+>11.56%@%Cosmetic Accessories<+>10.56%@%Gift <+>10.00%@%Sheets<+>9.40%@%Swimsuits<+>8.76%@%Belts<+>5.40%@%Pins<+>3.44%@%Swim Coverups<+>3.00%@%Daywear<+>2.28%@%Blankets <+>2.00%@%Floor Care<+>1.64%@%|2023-09-20 00:54:03.867568
1864|Knit Tops<+>1402.00%@%Long Pants<+>727.00%@%Outerwear<+>611.48%@%Legwear<+>605.00%@%Dresses<+>579.00%@%Underwear<+>532.00%@%Sportswear-Fleece<+>502.00%@%Food & Drink<+>501.00%@%Sleepwear<+>491.00%@%Woven Tops<+>408.00%@%Sweaters<+>394.00%@%Long Denim<+>373.00%@%Layette<+>354.00%@%Boots<+>311.00%@%Bras<+>294.00%@%Makeup<+>288.00%@%Length Pants<+>277.00%@%Scarves<+>275.00%@%Casual Shoes<+>238.00%@%Fragrance<+>218.00%@%Home Decor<+>191.00%@%Treatment<+>190.00%@%Earrings<+>187.00%@%Sandals<+>159.00%@%Skirts<+>158.00%@%Sportswear Sets<+>146.00%@%Necklaces<+>143.00%@%Tabletop<+>132.00%@%Headwear<+>131.00%@%Dress Shoes<+>123.00%@%Handbags<+>118.00%@%Jackets/Blazers<+>118.00%@%Shorts<+>116.00%@%Basic Housewares<+>106.00%@%Pets<+>102.00%@%Dress Shirts<+>100.00%@%Luggage<+>98.00%@%Bracelets<+>84.00%@%Warmwear<+>81.00%@%Small Leather Goods<+>66.00%@%Basic Bedding<+>65.00%@%Athletic Shoes<+>64.00%@%Shapewear<+>62.00%@%Home Fragrance<+>61.00%@%Male Neckwear<+>61.00%@%Robes<+>59.00%@%Male Tailored<+>58.00%@%Kitchen Electrics<+>57.00%@%Gloves<+>56.00%@%Bath Shop<+>54.00%@%Belts<+>46.00%@%Bath/Cleanse<+>42.00%@%Top of Bed<+>41.00%@%Cookware<+>41.00%@%Linens<+>31.00%@%Floor Care<+>31.00%@%Watches<+>29.00%@%Swimsuits<+>17.00%@%Rings<+>13.00%@%Personal Care<+>13.00%@%Cosmetic Accessories<+>12.00%@%Eyewear<+>12.00%@%Jewelry Sets<+>11.00%@%Blankets <+>8.00%@%Sun Protection<+>7.00%@%Miscellaneous<+>5.00%@%Sheets<+>4.00%@%Gift <+>4.00%@%Pins<+>3.00%@%Swim Coverups<+>3.00%@%Shoe Accessories<+>1.00%@%|2023-09-20 00:54:03.975662
1865|Boots<+>15280.02%@%Knit Tops<+>14833.70%@%Dresses<+>12986.90%@%Long Pants<+>10587.20%@%Earrings<+>9618.18%@%Sandals<+>8622.38%@%Length Pants<+>8498.93%@%Sportswear-Fleece<+>7399.25%@%Fragrance<+>6934.14%@%Casual Shoes<+>6875.29%@%Legwear<+>5886.47%@%Outerwear<+>5749.63%@%Athletic Shoes<+>5230.73%@%Underwear<+>5215.94%@%Handbags<+>4793.75%@%Long Denim<+>4786.23%@%Kitchen Electrics<+>4622.71%@%Dress Shoes<+>4564.35%@%Swimsuits<+>4489.62%@%Woven Tops<+>4124.91%@%Tabletop<+>3758.22%@%Sweaters<+>3672.50%@%Jackets/Blazers<+>3272.36%@%Shorts<+>3211.94%@%Small Leather Goods<+>3085.20%@%Sleepwear<+>2776.41%@%Headwear<+>2726.06%@%Sportswear Sets<+>2635.88%@%Treatment<+>2096.48%@%Gloves<+>1982.24%@%Pets<+>1791.52%@%Skirts<+>1750.14%@%Bath/Cleanse<+>1630.13%@%Food & Drink<+>1602.25%@%Dress Shirts<+>1598.58%@%Layette<+>1538.92%@%Bras<+>1488.36%@%Male Tailored<+>1471.62%@%Luggage<+>1392.77%@%Basic Bedding<+>1147.62%@%Scarves<+>1016.51%@%Cookware<+>1000.15%@%Makeup<+>945.89%@%Eyewear<+>945.34%@%Top of Bed<+>879.52%@%Gift <+>817.92%@%Robes<+>760.31%@%Home Fragrance<+>705.33%@%Rings<+>618.04%@%Home Decor<+>598.28%@%Basic Housewares<+>525.97%@%Stationery<+>483.46%@%Belts<+>450.58%@%Necklaces<+>443.60%@%Personal Care<+>397.58%@%Sheets<+>396.19%@%Bracelets<+>342.08%@%Male Neckwear<+>336.09%@%Jewelry Sets<+>186.14%@%Cosmetic Accessories<+>157.49%@%Miscellaneous<+>148.65%@%Blankets <+>80.25%@%Bath Shop<+>72.41%@%Swim Coverups<+>63.40%@%Floor Care<+>56.49%@%Warmwear<+>23.04%@%Accessory Sets<+>3.41%@%Shapewear<+>-399.52%@%Watches<+>-972.79%@%|2023-09-20 00:54:04.091514
1866|Boots<+>14726.17%@%Dresses<+>14649.74%@%Long Denim<+>12776.76%@%Casual Shoes<+>9088.99%@%Fragrance<+>7441.39%@%Treatment<+>7407.06%@%Dress Shoes<+>6666.82%@%Knit Tops<+>6197.20%@%Handbags<+>6120.89%@%Woven Tops<+>6045.32%@%Sportswear-Fleece<+>5429.56%@%Miscellaneous<+>4816.15%@%Long Pants<+>2725.07%@%Headwear<+>2275.35%@%Sweaters<+>2067.67%@%Watches<+>1877.57%@%Rings<+>1877.28%@%Home Decor<+>1823.79%@%Necklaces<+>1782.08%@%Athletic Shoes<+>1468.94%@%Male Tailored<+>1376.94%@%Outerwear<+>1327.46%@%Jackets/Blazers<+>1275.40%@%Sandals<+>1274.23%@%Sportswear Sets<+>1170.84%@%Length Pants<+>1055.75%@%Basic Bedding<+>1007.90%@%Makeup<+>950.51%@%Small Leather Goods<+>930.30%@%Bras<+>907.75%@%Dress Shirts<+>820.30%@%Underwear<+>787.42%@%Earrings<+>660.79%@%Sheets<+>659.59%@%Luggage<+>647.87%@%Male Neckwear<+>620.56%@%Top of Bed<+>588.56%@%Basic Housewares<+>555.94%@%Sleepwear<+>546.40%@%Bracelets<+>537.40%@%Cookware<+>444.69%@%Bath Shop<+>367.07%@%Home Fragrance<+>349.00%@%Tabletop<+>342.60%@%Kitchen Electrics<+>335.25%@%Legwear<+>303.79%@%Pets<+>280.40%@%Swimsuits<+>222.42%@%Belts<+>155.07%@%Gift <+>108.60%@%Floor Care<+>78.96%@%Skirts<+>75.12%@%Robes<+>29.69%@%Swim Coverups<+>28.12%@%Eyewear<+>27.51%@%Food & Drink<+>25.68%@%Shoe Accessories<+>17.59%@%Layette<+>16.49%@%Personal Care<+>15.15%@%Scarves<+>7.19%@%Jewelry Sets<+>5.94%@%Accessory Sets<+>2.36%@%Blankets <+>1.60%@%Gloves<+>-10.13%@%Shorts<+>-108.36%@%Daywear<+>-151.19%@%Cosmetic Accessories<+>-258.52%@%|2023-09-20 00:54:04.205284
1867|Knit Tops<+>27041.27%@%Long Pants<+>25239.83%@%Outerwear<+>24922.15%@%Casual Shoes<+>23530.90%@%Long Denim<+>23065.72%@%Boots<+>20592.68%@%Fragrance<+>18136.22%@%Sweaters<+>18007.67%@%Woven Tops<+>17105.64%@%Dresses<+>15760.02%@%Handbags<+>14496.41%@%Dress Shoes<+>13311.78%@%Sportswear-Fleece<+>12638.38%@%Bras<+>10137.29%@%Tabletop<+>8370.71%@%Jackets/Blazers<+>6399.11%@%Underwear<+>6370.02%@%Luggage<+>6051.63%@%Sleepwear<+>5736.24%@%Male Tailored<+>5452.71%@%Sportswear Sets<+>5005.05%@%Dress Shirts<+>4618.53%@%Small Leather Goods<+>4270.98%@%Legwear<+>4197.69%@%Kitchen Electrics<+>4073.90%@%Length Pants<+>3898.77%@%Earrings<+>3765.61%@%Watches<+>3257.32%@%Male Neckwear<+>3053.58%@%Swimsuits<+>3046.02%@%Shorts<+>3006.05%@%Floor Care<+>2725.25%@%Home Decor<+>2561.78%@%Basic Housewares<+>2391.50%@%Makeup<+>2092.54%@%Treatment<+>1995.40%@%Top of Bed<+>1931.79%@%Necklaces<+>1878.41%@%Shapewear<+>1471.94%@%Layette<+>1399.89%@%Bath Shop<+>1375.12%@%Home Fragrance<+>1284.30%@%Gloves<+>1165.43%@%Sandals<+>1141.55%@%Skirts<+>1076.41%@%Bracelets<+>1052.83%@%Basic Bedding<+>968.92%@%Athletic Shoes<+>965.02%@%Scarves<+>939.23%@%Warmwear<+>887.46%@%Eyewear<+>859.35%@%Food & Drink<+>845.28%@%Robes<+>519.93%@%Belts<+>456.08%@%Headwear<+>419.19%@%Sheets<+>400.72%@%Linens<+>335.39%@%Pets<+>228.84%@%Rings<+>136.92%@%Shoe Accessories<+>79.80%@%Bath/Cleanse<+>71.60%@%Swim Coverups<+>61.50%@%Pins<+>30.01%@%Blankets <+>26.42%@%Miscellaneous<+>3.42%@%Accessory Sets<+>3.18%@%Cookware<+>-7.17%@%Personal Care<+>-34.56%@%|2023-09-20 00:54:04.350735
1868|Knit Tops<+>1211.00%@%Treatment<+>780.53%@%Long Pants<+>590.00%@%Sportswear-Fleece<+>561.00%@%Legwear<+>556.00%@%Sweaters<+>456.00%@%Outerwear<+>448.00%@%Sleepwear<+>424.00%@%Makeup<+>369.00%@%Dresses<+>359.00%@%Home Decor<+>274.00%@%Sportswear Sets<+>265.00%@%Food & Drink<+>255.00%@%Underwear<+>248.00%@%Long Denim<+>245.00%@%Woven Tops<+>244.00%@%Casual Shoes<+>239.00%@%Length Pants<+>216.00%@%Boots<+>205.00%@%Fragrance<+>198.00%@%Layette<+>187.00%@%Skirts<+>161.00%@%Jackets/Blazers<+>155.00%@%Tabletop<+>152.00%@%Dress Shoes<+>131.00%@%Necklaces<+>131.00%@%Headwear<+>122.00%@%Scarves<+>119.00%@%Handbags<+>119.00%@%Dress Shirts<+>118.00%@%Bracelets<+>102.00%@%Pets<+>102.00%@%Bras<+>101.00%@%Luggage<+>100.00%@%Earrings<+>98.00%@%Shorts<+>95.00%@%Male Tailored<+>94.00%@%Basic Housewares<+>93.00%@%Male Neckwear<+>82.00%@%Gloves<+>71.00%@%Swimsuits<+>69.00%@%Sandals<+>63.00%@%Kitchen Electrics<+>61.00%@%Warmwear<+>57.00%@%Home Fragrance<+>57.00%@%Basic Bedding<+>56.00%@%Robes<+>54.00%@%Watches<+>43.00%@%Small Leather Goods<+>40.00%@%Athletic Shoes<+>32.00%@%Cookware<+>32.00%@%Shapewear<+>32.00%@%Gift <+>31.00%@%Rings<+>26.00%@%Bath Shop<+>25.00%@%Linens<+>24.00%@%Bath/Cleanse<+>20.00%@%Jewelry Sets<+>14.00%@%Personal Care<+>13.00%@%Top of Bed<+>13.00%@%Belts<+>11.00%@%Floor Care<+>9.00%@%Miscellaneous<+>9.00%@%Sun Protection<+>8.00%@%Sheets<+>7.00%@%Cosmetic Accessories<+>4.00%@%Blankets <+>3.00%@%Eyewear<+>2.00%@%Daywear<+>1.00%@%Shoe Accessories<+>1.00%@%Pins<+>1.00%@%Women Suits<+>1.00%@%|2023-09-20 00:54:04.476634
